('ad', 'ad')
('deeeiiinnorrsttu', 'neuroretinitides')
('aabciiillnnoppty', 'nonapplicability')
('acceiimmnnnootuv', 'noncommunicative')
('accdiinnnnooortt', 'noncontradiction')
('aceilnnnooorrstv', 'noncontroversial')
('bcddeiiilnnottuy', 'nondeductibility')
('adeeeilmnnnortty', 'nondeterminately')
('acdiijlnnnnoostu', 'nondisjunctional')
('acgiiiimnnnnnort', 'nonincriminating')
('eiijnnnnoorsssuu', 'noninjuriousness')
('aceeiilnnnorttvy', 'noninteractively')
('aghilnnnoooortty', 'nonorthogonality')
('aaaeilmnnnoprrty', 'nonparliamentary')
('aaciiinnnoopprtt', 'nonparticipation')
('acdeiijllnnopruy', 'nonprejudicially')
('aeeiinnoopprrrst', 'nonproprietaries')
('accefiiinnnoortt', 'nonrectification')
('aacegghilnoooprs', 'nosogeographical')
('abbceiiijlnootty', 'objectionability')
('aacceiiiloopprtt', 'occipitoparietal')
('abehhiillmooppst', 'omphalophlebitis')
('ceghiimnooooprtz', 'oophorectomizing')
('accdeehiloooprsy', 'ophryoscolecidae')
('aacghhilllmooopt', 'ophthalmological')
('aaaachhillmmoopt', 'ophthalmomalacia')
('acehhlmmooopssty', 'ophthalmomycoses')
('aaehhhilmooppstt', 'ophthalmopathies')
('acehhilmoooppsst', 'ophthalmoscopies')
('abdehiilnoooprst', 'orbitosphenoidal')
('aacegilllnooprty', 'organoleptically')
('aacgillnoooprrty', 'organotropically')
('aacghhillooprrty', 'orthographically')
('ceeehooooprrsstt', 'orthostereoscope')
('aaehhoooprrsttty', 'osteoarthropathy')
('deehioooprssstty', 'osteodystrophies')
('aeehoooprsssstty', 'osteopsathyroses')
('deehillnoorrsstw', 'otherworldliness')
('aggillnoooorstty', 'otolaryngologist')
('aacegiiilnoprtvz', 'overcapitalizing')
('aceeimnnoooprstv', 'overcompensation')
('deefgiiinorrsvvy', 'overdiversifying')
('aceehiinorssttuv', 'overenthusiastic')
('aceeeilllnorttuv', 'overintellectual')
('bceiinooprrsstuv', 'oversubscription')
('aaaaeghllnopprty', 'palatopharyngeal')
('abceeeelllmoprsu', 'paleocerebellums')
('aacceeeimnoprstt', 'pancreatectomies')
('aahiinoppprttuyy', 'panhypopituitary')
('aehhiilmnoppssty', 'panmyelophthisis')
('aaaggiilnnoprttu', 'paragglutination')
('aaaefilnoopprrss', 'paraprofessional')
('aacghiloopprssty', 'parapsychologist')
('aabceiloprrsstuu', 'paratuberculosis')
('aaaaeiilmnnprrst', 'parliamentarians')
('acghhiiloooppsty', 'pathophysiologic')
('bcdeehiiinoprrst', 'peribronchitides')
('aceeehiiilnpprst', 'periencephalitis')
('aeeehhiinopprrrs', 'perineorrhaphies')
('deegiilnooooprst', 'periodontologies')
('aeeehiinoopprstt', 'peritoneopathies')
('ceeiinooopprsstt', 'peritoneoscopist')
('acdeeiilnpprrtuy', 'perpendicularity')
('aadeeghmmnooprty', 'phagodynamometer')
('aaaccehillmprtuy', 'pharmaceutically')
('aacceeghimnoprst', 'pharmacogenetics')
('aaaeghilnnopprty', 'pharyngopalatine')
('aghhiiinnoprrsty', 'pharyngorhinitis')
('adeeeehiilmnnnpy', 'phenylenediamine')
('eeghiiilnoopprtv', 'philoprogenitive')
('bbehhilmoooprsst', 'phlebothrombosis')
('aacghillmmnoopry', 'phonogrammically')
('aghhhnooooppprty', 'phonophotography')
('ceehhlnoopprssty', 'phosphorescently')
('ceehhiimooprsstt', 'photochemistries')
('aaceghilooopttuv', 'photocoagulative')
('aacdhillmnooptyy', 'photodynamically')
('cfhlooooopprstuy', 'photofluoroscopy')
('ahijlnoooprssttu', 'photojournalists')
('ceehilmnnoopsttu', 'photoluminescent')
('acghhimooopprrst', 'photomicrographs')
('ehiiinoopsstttvy', 'photosensitivity')
('acehhilloopprsty', 'photospherically')
('deehhinoopssttyz', 'photosynthesized')
('acghiillmnoopsyy', 'physiognomically')
('aehhiiopprssstty', 'physiotherapists')
('aeghhiloooppstty', 'phytopathologies')
('cdhiillnooopppry', 'picropodophyllin')
('cceeeiiiloprttyz', 'piezoelectricity')
('aabiilllmopstyyz', 'plasmolyzability')
('aceghhilmopprsty', 'plethysmographic')
('aeehhmmnoooprtux', 'pneumohemothorax')
('ceeimnnnoooopssu', 'pneumonoconioses')
('eeikmnnnoooopssu', 'pneumonokonioses')
('aacdeeiimnopprru', 'pneumopericardia')
('aaceghhmnoopprtu', 'pneumotachograph')
('addeeiimooprsstt', 'pododermatitises')
('achhillmooopprty', 'polychromatophil')
('acehillllopptyyy', 'polyphyletically')
('aacghillnoopprry', 'pornographically')
('acceehiilnoppstt', 'postencephalitic')
('eeegimnooprrsttu', 'postremogeniture')
('aabcceiiiilprstt', 'practicabilities')
('aceeemnnnnoprstu', 'preannouncements')
('aacegiilnoprrstu', 'precartilaginous')
('acdeeiinnooprrst', 'preconsideration')
('adeeeiimnnoprrtt', 'predetermination')
('addeeeeimnprsstt', 'premeditatedness')
('adegiiiinoprsttt', 'prestidigitation')
('eemnopprsssstuuu', 'presumptuousness')
('acccillooopprsty', 'proctoscopically')
('acgiinnoooprsstt', 'prognostications')
('aceeimnnnooprstu', 'pronunciamentoes')
('aabceiiinoopprrt', 'propionibacteria')
('aeilnoooprrrtuvy', 'prorevolutionary')
('aciiooprssstttty', 'prostatocystitis')
('accdeiilmopssssu', 'pseudoclassicism')
('addeehhiiopprstu', 'pseudodiphtheria')
('acdehiilooprsstu', 'pseudohistorical')
('ccdeefiiinopsstu', 'pseudoscientific')
('abccghiillooopsy', 'psychobiological')
('accehillmoprstyy', 'psychometrically')
('accghhiloooppsty', 'psychopathologic')
('cghhiloooppssyyy', 'psychophysiology')
('acehhiopprssstty', 'psychotherapists')
('eehiillmooopstty', 'pyelolithotomies')
('aeeeglmooprrrtuy', 'pyeloureterogram')
('abceeehillppssty', 'pylephlebectasis')
('aacdiilnopqrstuu', 'quadruplications')
('abeeeilnnoqssstu', 'questionableness')
('aaabcddeioorrrst', 'radiobroadcaster')
('aaacdghiilloprry', 'radiographically')
('adeiiiinorssttvy', 'radiosensitivity')
('adeeeeiilmorrstt', 'radiotelemetries')
('abceimnnorssstuu', 'rambunctiousness')
('aeeimnnoopprrstt', 'reapportionments')
('aaccefiiilnorsst', 'reclassification')
('acdeiilnnooorsst', 'reconsolidations')
('abeefgiiiilnrrst', 'refrangibilities')
('aeeeiinnoprrrttt', 'reinterpretation')
('aeegiiinnorssttv', 'reinvestigations')
('aaeiiiilmnorrttz', 'remilitarization')
('ceeeeinprrssssuv', 'repercussiveness')
('aeeeeinnoprrsstt', 'representationes')
('beeeiiiilprrssst', 'repressibilities')
('beeiiiilnoprssst', 'responsibilities')
('aeiiiillnopprstt', 'retinopapillitis')
('aaabcdhmmooorrsy', 'rhabdomyosarcoma')
('aghhiiinnoprrsty', 'rhinopharyngitis')
('dhiiiinoooprrsss', 'rhinosporidiosis')
('aeeggkmmnnoorrty', 'roentgenkymogram')
('aceeggillnnooort', 'roentgenological')
('eeeegimnnoorrstt', 'roentgenometries')
('aeeeghnnooprrtty', 'roentgenotherapy')
('aaacccehiilmrrst', 'saccharimetrical')
('aaegghiilnopprss', 'salpingographies')
('aaegiillnoppssst', 'salpingoplasties')
('acdeiioooprrssss', 'sarcosporidioses')
('aacefiinorsssstt', 'satisfactoriness')
('ceehilmoorssssst', 'schoolmistresses')
('acdeeiilmorrsstt', 'sclerodermatitis')
('aabceghiiilmoprs', 'semibiographical')
('aeeegilmmnnorstv', 'semigovernmental')
('aeefiilmnooprsss', 'semiprofessional')
('aeegiiilmnnnsttz', 'sentimentalizing')
('aeeegiiinorssttv', 'seronegativities')
('aceeeiilnnnqsstu', 'sesquicentennial')
('ddeeeiilmmnnpsss', 'simplemindedness')
('addeeeghilnnnsss', 'singlehandedness')
('aciiilnorrssttuy', 'sinistrocularity')
('aceeiiiloossstux', 'sociosexualities')
('aacchilmnnoopsst', 'somatosplanchnic')
('eefinoooprrssssu', 'soporiferousness')
('deefhiinnprssstt', 'spendthriftiness')
('ceehiimnooprsstt', 'sphincterotomies')
('aeghmmmnooprstyy', 'sphygmomanometry')
('acccehilmnnopsty', 'splanchnicectomy')
('accehilnnooppsss', 'splanchnoscopies')
('aabgilmnooopssst', 'spongioblastomas')
('aacccehilmoopsty', 'staphylococcemia')
('aaehilloppssstty', 'staphyloplasties')
('aceeeeimmoprrstt', 'stereocampimeter')
('aadeeghiooprrrst', 'stereoradiograph')
('aacceeillorsttty', 'stereotactically')
('accehilloopsstty', 'stethoscopically')
('abeeiimmorrssstt', 'strabismometries')
('abeeiimnooprsstt', 'streptobiosamine')
('cehiiooprrsssttt', 'streptotrichosis')
('adgiiilnoorsssty', 'strongyloidiasis')
('aabcgiilnorsstuu', 'subcartilaginous')
('bceiimmnoorssssu', 'subcommissioners')
('aaabcdghiimprstu', 'subdiaphragmatic')
('abcdhiilmnoorstu', 'submitochondrial')
('abbiiilssttttuuy', 'substitutability')
('aaefiillnnoqsuux', 'sulfaquinoxaline')
('ceeiilnoprssssuu', 'superciliousness')
('aceefiiiilprsstu', 'superficialities')
('adeeegimnpprrstu', 'superimpregnated')
('aaeelnnprrssstuu', 'supernaturalness')
('abceeeeilprrssuv', 'superserviceable')
('aaceelmnoprrstuy', 'suprarenalectomy')
('aaceiilllrrsstuy', 'surrealistically')
('aabcfiiillnossty', 'syllabifications')
('aaghimmnooopssty', 'sympathogoniomas')
('aegilmmooopsstty', 'symptomatologies')
('abchilnooprsstty', 'syntrophoblastic')
('chhiilooppssssyy', 'syphilopsychosis')
('ceeegillmnoorsyy', 'syringomyelocele')
('aceeghhiloopprtt', 'telephotographic')
('aelmnnooopstttyy', 'tenontomyoplasty')
('aaaabelmoorstttt', 'teratoblastomata')
('acegiilllmnoorty', 'terminologically')
('aaceeehhlnorrttt', 'tetrachlorethane')
('aaaceehhllmnnopt', 'thalamencephalon')
('ceeeghinoosssstt', 'thecostegnosises')
('behhiiimnoorrtty', 'thermoinhibitory')
('acehiilmoprsttty', 'thermoplasticity')
('aeeghlmoorrrttuy', 'thermoregulatory')
('accehhiioorsssst', 'thoracoschisises')
('abcehimnoooprtty', 'thrombocytopenia')
('bbehhiilmooprstt', 'thrombophlebitis')
('cdhhmnoooorrttyy', 'thyrochondrotomy')
('cddeehiimoorttyz', 'thyroidectomized')
('aabiiilnnnnotttu', 'tintinnabulation')
('acdeiiimoorstttx', 'toxicodermatitis')
('aabccehhilnoorrt', 'tracheobronchial')
('aacdiiiilnorsttt', 'traditionalistic')
('aaceilnnnnorsttt', 'transcontinental')
('aaafilmnnoorrstt', 'transformational')
('aaeiilnnorrssttt', 'transliterations')
('abiiiilmnrssstty', 'transmissibility')
('aaailnnnoprssttt', 'transplantations')
('aaailnnooprrsttt', 'transportational')
('ceeehhillnorrtty', 'trichlorethylene')
('cehiioooprrsssst', 'trichosporosises')
('aachiiillmnoortt', 'trichotillomania')
('aceeghiilnooprst', 'trigonocephalies')
('dehiiinnooorrtty', 'triiodothyronine')
('aeeehhilmnnprtty', 'triphenylmethane')
('bbcdefiiloorrtuu', 'tuberculofibroid')
('aaadeilmnoppstty', 'tympanostapedial')
('abceelmmnoorrsuu', 'ulceromembranous')
('aabcciilnnottuuy', 'unaccountability')
('aacccehiinrrsttu', 'uncharacteristic')
('aacciilmnnrsttuu', 'uncircumstantial')
('acdiiilnnnoottuy', 'unconditionality')
('bceeilnnoorrttuv', 'uncontrovertible')
('aaccdeillmnortuy', 'undemocratically')
('aacddeeiilnprtuz', 'undercapitalized')
('adeeghiimnnprsuz', 'underemphasizing')
('deehimnnnorrstuu', 'undernourishment')
('aacdiilllmnoptuy', 'undiplomatically')
('dgghiiiinnnsstuu', 'undistinguishing')
('acdeiiillnnortuy', 'unidirectionally')
('aaeiiilnnorstuvz', 'universalization')
('abcdeiiilnprttuy', 'unpredictability')
('aefillnnooprssuy', 'unprofessionally')
('aeeeeinnprrsttuv', 'unrepresentative')
('aacfiilnorssttuy', 'unsatisfactorily')
('accefiiillnnstuy', 'unscientifically')
('achiiinnoopssttu', 'unsophistication')
('efghhlnnossttuuu', 'unthoughtfulness')
('eeeilmooorrsttuy', 'ureteroileostomy')
('aeehiiilorrssttu', 'ureterolithiasis')
('aeeehhioprrrrstu', 'ureterorrhaphies')
('aeehhhioprrrrstu', 'urethrorrhaphies')
('aacccillorrstuuu', 'utriculosaccular')
('acciinnooorssttv', 'vasoconstriction')
('aaccdegimoorrrtv', 'vectorcardiogram')
('ceeiilmnoorsttuv', 'ventriculotomies')
('abcdeehlnoorrrtv', 'vertebrochondral')
('aceilloprsstuuuv', 'vesiculopustular')
('adeeeehhlnorsstw', 'wholeheartedness')
('aaaccfgiilmootyz', 'zygomaticofacial')
('aaacceehhilmnnoot', 'acanthocheilonema')
('aaacdeeiimorrsstt', 'acarodermatitises')
('aaaccehiinnpqsstu', 'acquaintanceships')
('acceehiiimnorsstt', 'actinochemistries')
('aacdeegiilmnnortz', 'adrenalectomizing')
('aaeeehiilmnoprstt', 'alimentotherapies')
('aeeghiilnoosssstt', 'anesthesiologists')
('aceegiimnooorsstt', 'angioscotometries')
('aacchiiilnoorssst', 'anthracosilicosis')
('ahhimmnooopprrsst', 'anthropomorphisms')
('aaceeilmmnnoprtty', 'anticomplementary')
('aaeiilnnoorrttuvy', 'antirevolutionary')
('aaaabehlmnoorrstt', 'arrhenoblastomata')
('aabcgiilllooorsty', 'astrobiologically')
('aaeehiinorsstttuv', 'authoritativeness')
('aaeeehhimooprsttu', 'autohemotherapies')
('aaeiiinnoosstttuz', 'autosensitization')
('aabccegiillloorty', 'bacteriologically')
('aabbeiiikllmnoopt', 'bibliokleptomania')
('bceeeeegilnoorsst', 'bioelectrogeneses')
('bceeeghiiimoorsst', 'biogeochemistries')
('aabfiimnnooorrstt', 'biotransformation')
('aaabceiinorrttuuz', 'bureaucratization')
('abbceghilmnooorxy', 'carboxyhemoglobin')
('aaaccdeillnorttuu', 'caudatolenticular')
('ceeeeiilmnooorstt', 'celioenterotomies')
('aaceeghhlnopprsuy', 'cephalopharyngeus')
('aaaccceghilloorrt', 'characterological')
('ccceeeehiilmmnnsu', 'chemiluminescence')
('acccehhilmoopprty', 'chemoprophylactic')
('accceehillnorrtty', 'chlortetracycline')
('ccceeehilmoosstty', 'cholecystectomies')
('cceehilmooossstty', 'cholecystostomies')
('acddhhinoooprrsty', 'chondrodystrophia')
('acdeghhnnooprrsuy', 'chondropharyngeus')
('aacdehiillnooorst', 'chorioallantoides')
('aceehhiiilmoooprt', 'chorioepithelioma')
('cdehiiiinooorrstt', 'choroidoretinitis')
('accefghiilnooprru', 'cinefluorographic')
('aabcciilmmnorstuu', 'circumambulations')
('aacciiilmnrstttuy', 'circumstantiality')
('aacciiimnnorstttu', 'circumstantiation')
('abcceehilloorstuv', 'cochleovestibular')
('cdgiilmmooooossty', 'colosigmoidostomy')
('aacceiiilmmnoortz', 'commercialization')
('abcceiiiilmmnostu', 'communicabilities')
('aacdeeilmmnoprttz', 'compartmentalized')
('aceeeilmmnnoprsst', 'complementariness')
('ceeeehimnnoprsssv', 'comprehensiveness')
('acdeefiiiilnnostt', 'confidentialities')
('aaceggiilmnnoorst', 'congregationalism')
('cceeiinnnoosssstu', 'conscientiousness')
('aabciinnnoosstttu', 'consubstantiation')
('aaceiilnnootttuxz', 'contextualization')
('accdeiinnoorrsstt', 'contradictoriness')
('accdeiiinnorstttv', 'contradistinctive')
('acegiiilnnnnootvz', 'conventionalizing')
('acceeeinnorssttuv', 'counteractiveness')
('ceeginnnorrssttuu', 'counterinsurgents')
('ceeeffinnoorsstuv', 'counteroffensives')
('ceeilnnooorrttuuv', 'counterrevolution')
('aaacghiimnnooprry', 'craniopharyngioma')
('acceillnoprrsttyy', 'cryptocrystalline')
('aaceghlloprrrssty', 'crystallographers')
('abceeghilmmnnooty', 'cyanmethemoglobin')
('accccehiinoorttty', 'cytoarchitectonic')
('accghillmooooprty', 'cytomorphological')
('accehilmoooprttty', 'cytophotometrical')
('accdeimooorssttyy', 'dacryocystotomies')
('aacdeeiilnnorsttz', 'decentralizations')
('aacdeiiiilmnnortz', 'decriminalization')
('addeeeffiiinnortt', 'dedifferentiation')
('acddeehhilnoorrty', 'dehydrochlorinate')
('adeeeimnnorsssttv', 'demonstrativeness')
('aaadeiiilnnnoottz', 'denationalization')
('aadeegiilmnnprttz', 'departmentalizing')
('adehhilnooopprsty', 'dephosphorylation')
('acdeeiimnooorssst', 'dermatoconiosises')
('adeeiimmoorssstty', 'dermatomyositises')
('bccdeeiilnoorsuxy', 'desoxyribonucleic')
('aaacdeiilnorstuvz', 'devascularization')
('abcdehhiilooprstu', 'dibothriocephalus')
('addhiilmmnoruuxyy', 'dihydroxyaluminum')
('ddeefhiillmostuxy', 'dimethylsulfoxide')
('ccdeghhiiloopprsy', 'diphosphoglyceric')
('adehhhiiimnooppst', 'diphosphothiamine')
('abdeehiilmnsssstt', 'disestablishments')
('ddeeeeiinnrsssstt', 'disinterestedness')
('aacdfiiiilnoqsstu', 'disqualifications')
('ccccehiioooopprrt', 'eccoproticophoric')
('aaacceeilllnortty', 'electroanalytical')
('accceeehilllmorty', 'electrochemically')
('cdeeeelmnooorssst', 'electroendosmoses')
('aceeghklmooprrtyy', 'electrokymography')
('aceeegilmnoorrrtt', 'electroretinogram')
('aaceeeghhilnopprs', 'encephalographies')
('acdeehhiillnooort', 'endotheliochorial')
('adeeeehiinoprsttt', 'enterohepatitides')
('eeehnooooprrsstyz', 'eperythrozoonoses')
('acdeegiiilllmoopy', 'epidemiologically')
('aaeehiiiillnopttz', 'epithelialization')
('aaeeeilrrrrsstttx', 'extraterrestrials')
('aaaegmnooorsssstt', 'gastroanastomoses')
('adeeegiinorrssttt', 'gastroenteritides')
('aaeeghnooprrsttty', 'gastroenteropathy')
('aaegghiiooprssstt', 'gastroesophagitis')
('aggiiiimnoosstttv', 'gingivostomatitis')
('adeeglmmnooorssty', 'glossodynamometer')
('cceghhilooopprrsy', 'glycerophosphoric')
('aaaaceghimmnoorst', 'hemangiosarcomata')
('ceeeghiilmmoossst', 'hemiglossectomies')
('eeehhhiimopprrsty', 'hemihypertrophies')
('ceeeehhiimmnoprst', 'heminephrectomies')
('acceehimnnnooortt', 'hemoconcentration')
('aceehhioooprrtttu', 'heteroautotrophic')
('aaceehillloprstty', 'heteroplastically')
('aceehhillooprrtty', 'heterotrophically')
('eghhiiilooopsssty', 'histophysiologies')
('ddeeghiiimnnorsty', 'hydromeningitides')
('acdeehhioprrsttuy', 'hydrotherapeutics')
('aabcceehhhlpprryy', 'hyperbrachycephal')
('abceehiiilprttxyy', 'hyperexcitability')
('abehiiiilprrrttyy', 'hyperirritability')
('aaccdhhillnoopryy', 'hypochondriacally')
('eehiiiinopsssttvy', 'hyposensitivities')
('aehiiimnoopssstvy', 'hypovitaminosises')
('aaccdiiillnorstyy', 'idiosyncratically')
('ceefilmmnnoorstuu', 'immunofluorescent')
('aceghiilmmmnoootu', 'immunohematologic')
('aeghiilmmnooopstu', 'immunopathologies')
('aeimmnnopprssstuu', 'immunosuppressant')
('eeiimmnopprsssuuv', 'immunosuppressive')
('afiimmnnnoorsstuu', 'immunotransfusion')
('abeiiiilmnoprssty', 'impressionability')
('abceiiiiilmnopstt', 'incompatibilities')
('abcceeeiilnnnossv', 'inconceivableness')
('acdeeeiinnnorssst', 'inconsiderateness')
('bceeiilnnoprrsstu', 'incorruptibleness')
('bcdeiiiilnrstttuy', 'indestructibility')
('bdeegiiiiiilnsstt', 'indigestibilities')
('abdeghiiiilnnsstu', 'indistinguishable')
('aaddiiiiilnnotuvz', 'individualization')
('acceeffiiinnosssu', 'inefficaciousness')
('adeiiiilnnostttuz', 'institutionalized')
('aeeiiilmnnrsstttu', 'instrumentalities')
('aceegiiilllnnttuz', 'intellectualizing')
('accdeeiimmnnorttu', 'intercommunicated')
('aadeeeilmnnprrttt', 'interdepartmental')
('acdeiiiilnnprrsty', 'interdisciplinary')
('aeeegilmnnnorrttv', 'intergovernmental')
('aaeiiilnnnorssttt', 'internationalists')
('aaeeiiilnnnorsttz', 'internationalizes')
('aeehiiilnnoprrstt', 'interrelationship')
('ceeeiinnoprsssttv', 'introspectiveness')
('ccdeeiiimoorsstty', 'iridocystectomies')
('abcceiiiillnorrty', 'irreconcilability')
('beeeiilnnoprrssss', 'irresponsibleness')
('eeeiijjlmnooosstu', 'jejunoileostomies')
('adeiijllnprrstuuy', 'jurisprudentially')
('aaaaacehkmnoorttt', 'keratoacanthomata')
('aacehikmooorrsstt', 'keratochromatosis')
('abceehiilmnorstty', 'labyrinthectomies')
('aaacegllmnoorrsty', 'laryngoscleromata')
('aaadiiiilmnnrsttu', 'latitudinarianism')
('deeegiiilmnnopstt', 'leptomeningitides')
('acceeehiillnopstu', 'leucoencephalitis')
('aaceeklmooorssstu', 'leukosarcomatoses')
('aacceghiillloprxy', 'lexicographically')
('aceiiilnnoosstttt', 'litiscontestation')
('aadeehlmmnoopssty', 'lymphadenomatoses')
('aadeehhilmnoppsty', 'lymphadenopathies')
('aaacghilmmnooprsy', 'lymphangiosarcoma')
('cehiilmoooppsstyy', 'lymphocytopoiesis')
('aaaghllmmnooprtuy', 'lymphogranulomata')
('cehiillmooprsstuy', 'lymphoreticulosis')
('aabcegiillmmnooru', 'macroglobulinemia')
('aaacdeggimmnoorrt', 'magnetocardiogram')
('aabeeeiiilmnrstuv', 'maneuverabilities')
('acdeeiiimnoopssst', 'mediastinoscopies')
('aaaacceilmmnnoort', 'melanocarcinomata')
('abeeeghiilmmmnoot', 'methemoglobinemia')
('aegiiilmnnooprttz', 'metropolitanizing')
('aaccdeeilmnoprstu', 'microencapsulated')
('cciiimnnoorrssttu', 'microinstructions')
('acdeiiiimmnorrtuz', 'microminiaturized')
('acdeghhimooopprrt', 'microphotographed')
('accghhiimooopprrt', 'microphotographic')
('aaccdghiiimooprrr', 'microradiographic')
('aadiiiimmnnorsstt', 'misadministration')
('aaccfiiiilmnossst', 'misclassification')
('aeeiiimnnoprrsttt', 'misinterpretation')
('aeeeiimnnoprrsstt', 'misrepresentation')
('addegiimnnnrssstu', 'misunderstandings')
('aacgiimmnnnnooott', 'monocontaminating')
('aceeghillmnooprty', 'morphogenetically')
('acdiiiillmnprstuy', 'multidisciplinary')
('abcelmmmnoorssuuu', 'musculomembranous')
('deeegiiilmmnnosty', 'myelomeningitides')
('aabcfimmooorrssxy', 'myxofibrosarcomas')
('aaceghnnooopprssy', 'nasopharyngoscope')
('aceeehilllmnoprty', 'nephelometrically')
('addeeeiimnorrsttu', 'neurodermatitides')
('abeefimnooorrsstu', 'neurofibromatoses')
('aaceghillnoooprtu', 'neuropathological')
('eeghiilnoooprssuy', 'neurophysiologies')
('aceehiinoprrsstuy', 'neuropsychiatries')
('ceeghilnoooprssuy', 'neuropsychologies')
('aadeiiimnnnorsttv', 'nonadministrative')
('cceeilnnnnoosssuv', 'nonconclusiveness')
('aadeiilmnnnnnooot', 'nondenominational')
('acdiiiimnnnnoorst', 'nondiscrimination')
('aaccceeiillnnosst', 'nonecclesiastical')
('aceeillllnnnottuy', 'nonintellectually')
('eeeinnnoopssssssv', 'nonpossessiveness')
('aeeeeinnnoprrsttv', 'nonrepresentative')
('cceeeinnnosssssuv', 'nonsuccessiveness')
('accceillmnoopstuy', 'nucleocytoplasmic')
('aaccefilllmoortty', 'olfactometrically')
('aceeehilmmnooprst', 'omphalomesenteric')
('aaaceehhhllmnoppt', 'ophthalmencephala')
('aacehhilmnoooprtt', 'ophthalmoreaction')
('aciillnoopprsttuy', 'opportunistically')
